#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
RMDv1_0000002229	211114.JOEF01000046_gene5412	1.87e-43	184.0	COG1404@1|root,COG1472@1|root,COG3828@1|root,COG4932@1|root,COG1404@2|Bacteria,COG1472@2|Bacteria,COG3828@2|Bacteria,COG4932@2|Bacteria,2I4SB@201174|Actinobacteria,4EE04@85010|Pseudonocardiales	201174|Actinobacteria	GMO	Belongs to the peptidase S8 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF1080,PKD,Peptidase_S8,Ricin_B_lectin
RMDv1_0000002230	180281.CPCC7001_1599	1.87e-136	471.0	COG2931@1|root,COG2931@2|Bacteria,1G2GC@1117|Cyanobacteria	1117|Cyanobacteria	Q	FG-GAP repeat	-	-	-	-	-	-	-	-	-	-	-	-	FG-GAP,HemolysinCabind
RMDv1_0000002231	1254432.SCE1572_13250	0.0	1321.0	COG0001@1|root,COG0604@1|root,COG1020@1|root,COG3321@1|root,COG0001@2|Bacteria,COG0604@2|Bacteria,COG1020@2|Bacteria,COG3321@2|Bacteria,1QK4F@1224|Proteobacteria,43E1T@68525|delta/epsilon subdivisions,2X7HJ@28221|Deltaproteobacteria,2Z3M9@29|Myxococcales	28221|Deltaproteobacteria	Q	Short-chain dehydrogenase reductase SDR	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Acyl_transf_1,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002232	643867.Ftrac_1438	6.7e-81	308.0	COG4886@1|root,COG4886@2|Bacteria,4PNPJ@976|Bacteroidetes,47WC6@768503|Cytophagia	976|Bacteroidetes	S	Leucine-rich repeat (LRR) protein	-	-	-	-	-	-	-	-	-	-	-	-	CARDB
RMDv1_0000002233	985054.JQEZ01000002_gene3829	4.25e-14	88.6	COG3468@1|root,COG4625@1|root,COG3468@2|Bacteria,COG4625@2|Bacteria,1MU92@1224|Proteobacteria,2TX9B@28211|Alphaproteobacteria	28211|Alphaproteobacteria	MU	Autotransporter beta-domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,PATR
RMDv1_0000002234	1227457.C451_04913	9.45e-71	275.0	COG2304@1|root,arCOG07611@1|root,arCOG02902@2157|Archaea,arCOG07611@2157|Archaea,2Y8GQ@28890|Euryarchaeota	28890|Euryarchaeota	M	Domain of unknown function DUF11	-	-	-	-	-	-	-	-	-	-	-	-	DUF11
RMDv1_0000002235	1278073.MYSTI_02060	0.0	2127.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,42NH4@68525|delta/epsilon subdivisions	1224|Proteobacteria	Q	non-ribosomal peptide synthetase	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000002236	1144319.PMI16_02920	7.01e-70	271.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2W32B@28216|Betaproteobacteria,475QP@75682|Oxalobacteraceae	28216|Betaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind
RMDv1_0000002237	1469245.JFBG01000086_gene1629	1.7e-51	208.0	COG2133@1|root,COG2133@2|Bacteria,1R336@1224|Proteobacteria	2|Bacteria	G	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	-	ko:K21430	-	-	-	-	ko00000,ko01000	-	-	-	Big_5,GSDH,PA14
RMDv1_0000002238	426117.M446_0172	0.0	1450.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,2UR2U@28211|Alphaproteobacteria,1JS6P@119045|Methylobacteriaceae	28211|Alphaproteobacteria	CQ	PFAM short-chain dehydrogenase reductase SDR	-	-	-	ko:K12436	-	-	-	-	ko00000,ko01004	-	-	-	ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002239	1408433.JHXV01000025_gene4054	2.66e-182	638.0	COG3209@1|root,COG3209@2|Bacteria,4NE5D@976|Bacteroidetes,1HYTK@117743|Flavobacteriia,2PB8R@246874|Cryomorphaceae	976|Bacteroidetes	M	TIGRFAM RHS repeat-associated core domain	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,TSP_3
RMDv1_0000002240	2880.D7FJV1	1.15e-12	83.6	2CYK8@1|root,2S4YE@2759|Eukaryota	2759|Eukaryota	-	-	-	GO:0000003,GO:0003002,GO:0003006,GO:0003674,GO:0004857,GO:0007275,GO:0007389,GO:0008150,GO:0009791,GO:0009908,GO:0022414,GO:0030234,GO:0032501,GO:0032502,GO:0043086,GO:0044092,GO:0048367,GO:0048608,GO:0048731,GO:0048832,GO:0048833,GO:0048856,GO:0050789,GO:0050790,GO:0050793,GO:0061458,GO:0065007,GO:0065009,GO:0090567,GO:0098772	3.2.1.21	ko:K01188	ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110	-	R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko01000	-	GH1	-	LRRNT_2,LRR_1,LRR_6,LRR_8,Roc
RMDv1_0000002241	400682.PAC_15710479	2.76e-173	607.0	29RY4@1|root,2RXCD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	REJ,Tetraspannin
RMDv1_0000002242	1229909.NSED_00535	9.47e-50	196.0	arCOG08777@1|root,arCOG08777@2157|Archaea	1229909.NSED_00535|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002243	1224136.AMFN01000016_gene3727	6.17e-13	84.7	COG2911@1|root,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,1T1IH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D	PFAM FecR protein	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_2,Big_3_3,VCBS
RMDv1_0000002244	1278073.MYSTI_06188	1.93e-67	264.0	COG2885@1|root,COG2885@2|Bacteria,1MX1F@1224|Proteobacteria,42UTB@68525|delta/epsilon subdivisions,2WQUW@28221|Deltaproteobacteria,2YUE1@29|Myxococcales	28221|Deltaproteobacteria	M	Belongs to the ompA family	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF11,OmpA,Phenol_MetA_deg,TSP_3
RMDv1_0000002245	1229909.NSED_00535	9.93e-56	214.0	arCOG08777@1|root,arCOG08777@2157|Archaea	1229909.NSED_00535|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002246	1038862.KB893904_gene5210	3.5e-35	158.0	COG3209@1|root,COG3210@1|root,COG4932@1|root,COG3209@2|Bacteria,COG3210@2|Bacteria,COG4932@2|Bacteria,1QUXB@1224|Proteobacteria,2TWQT@28211|Alphaproteobacteria	28211|Alphaproteobacteria	U	FecR protein	-	-	-	-	-	-	-	-	-	-	-	-	FecR,Hyphal_reg_CWP
RMDv1_0000002247	697282.Mettu_3712	0.0	1447.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,1SMTI@1236|Gammaproteobacteria,1XF86@135618|Methylococcales	135618|Methylococcales	Q	PFAM Beta-ketoacyl synthase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002248	579137.Metvu_1331	8.51e-39	167.0	COG1305@1|root,arCOG07425@1|root,arCOG02486@2157|Archaea,arCOG07425@2157|Archaea,2Y7MU@28890|Euryarchaeota	28890|Euryarchaeota	E	Transglutaminase/protease-like homologues	-	-	-	-	-	-	-	-	-	-	-	-	Transglut_core
RMDv1_0000002249	1089550.ATTH01000001_gene1531	1.5e-90	340.0	COG2911@1|root,COG3210@1|root,COG3391@1|root,COG2911@2|Bacteria,COG3210@2|Bacteria,COG3391@2|Bacteria,4NTNN@976|Bacteroidetes	976|Bacteroidetes	U	Parallel beta-helix repeats	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,LTD
RMDv1_0000002250	1504981.KO116_4573	0.0	4794.0	COG0318@1|root,COG1020@1|root,COG0318@2|Bacteria,COG1020@2|Bacteria,1MU6G@1224|Proteobacteria,1T1II@1236|Gammaproteobacteria,1XS2I@135619|Oceanospirillales	135619|Oceanospirillales	IQ	Condensation domain	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding
RMDv1_0000002251	1287276.X752_02920	1.85e-20	109.0	COG3468@1|root,COG4625@1|root,COG3468@2|Bacteria,COG4625@2|Bacteria,1MU92@1224|Proteobacteria,2TX9B@28211|Alphaproteobacteria,43RVT@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	MU	Autotransporter beta-domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,PATR
RMDv1_0000002252	1038860.AXAP01000074_gene6943	2.88e-78	299.0	COG3468@1|root,COG4625@1|root,COG3468@2|Bacteria,COG4625@2|Bacteria,1QU2X@1224|Proteobacteria,2TXEY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	MU	outer membrane autotransporter barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,Big_3_5
RMDv1_0000002253	426117.M446_0172	0.0	1369.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,2UR2U@28211|Alphaproteobacteria,1JS6P@119045|Methylobacteriaceae	28211|Alphaproteobacteria	CQ	PFAM short-chain dehydrogenase reductase SDR	-	-	-	ko:K12436	-	-	-	-	ko00000,ko01004	-	-	-	ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002254	1227272.HMPREF1556_01270	8.63e-05	57.0	COG4886@1|root,COG4886@2|Bacteria,4NI2K@976|Bacteroidetes	976|Bacteroidetes	G	PFAM Leucine Rich Repeat	-	-	-	-	-	-	-	-	-	-	-	-	CBM_4_9,He_PIG,Ig_3,LRRNT_2,LRR_1,LRR_8,Peptidase_M64,VCBS
RMDv1_0000002255	324057.Pjdr2_1410	2.87e-314	1025.0	COG0747@1|root,COG1361@1|root,COG3210@1|root,COG4733@1|root,COG5184@1|root,COG5492@1|root,COG0747@2|Bacteria,COG1361@2|Bacteria,COG3210@2|Bacteria,COG4733@2|Bacteria,COG5184@2|Bacteria,COG5492@2|Bacteria,1VX9E@1239|Firmicutes,4HIIK@91061|Bacilli,26SBE@186822|Paenibacillaceae	91061|Bacilli	M	S-layer homology domain	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_5,MucBP,SLH
RMDv1_0000002256	305900.GV64_20930	1.05e-17	100.0	2DE8Q@1|root,2ZKZK@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002257	1441930.Z042_04240	3.8e-53	218.0	COG2373@1|root,COG2911@1|root,COG2931@1|root,COG3115@1|root,COG4932@1|root,COG2373@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3115@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,1RMZW@1236|Gammaproteobacteria,401A3@613|Serratia	1236|Gammaproteobacteria	Q	von willebrand factor, type A	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2
RMDv1_0000002258	225849.swp_3423	3.81e-293	964.0	COG2911@1|root,COG3897@1|root,COG5384@1|root,COG2911@2|Bacteria,COG3897@2|Bacteria,COG5384@2|Bacteria,1P8N9@1224|Proteobacteria	1224|Proteobacteria	MU	HemY domain protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002259	362418.IW19_19955	3.51e-314	1023.0	COG2931@1|root,COG2931@2|Bacteria,4NR3S@976|Bacteroidetes,1I8B6@117743|Flavobacteriia,2NUQ7@237|Flavobacterium	976|Bacteroidetes	Q	Concanavalin A-like lectin/glucanases superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Laminin_G_3
RMDv1_0000002260	1183438.GKIL_4380	9.4e-96	342.0	COG1404@1|root,COG1404@2|Bacteria,1G8UV@1117|Cyanobacteria	1117|Cyanobacteria	O	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8,VCBS
RMDv1_0000002261	1117318.PRUB_22886	0.0	2800.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria,2Q0KN@267888|Pseudoalteromonadaceae	1236|Gammaproteobacteria	Q	COG1020 Non-ribosomal peptide synthetase modules and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding
RMDv1_0000002262	1246459.KB898357_gene1693	1.39e-25	126.0	COG2911@1|root,COG2931@1|root,COG4932@1|root,COG2911@2|Bacteria,COG2931@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,2U1YP@28211|Alphaproteobacteria,4B9W3@82115|Rhizobiaceae	28211|Alphaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,HemolysinCabind,VWA_2
RMDv1_0000002263	1047013.AQSP01000062_gene1209	2.91e-39	164.0	COG1404@1|root,COG1404@2|Bacteria	2|Bacteria	O	Belongs to the peptidase S8 family	XK27_02215	-	3.4.21.96	ko:K01361	-	-	-	-	ko00000,ko01000,ko01002,ko03110	-	-	-	Inhibitor_I9,PA,Peptidase_S8,SLH,YSIRK_signal,fn3_5
RMDv1_0000002264	1444309.JAQG01000017_gene742	0.0	1552.0	COG0318@1|root,COG1020@1|root,COG0318@2|Bacteria,COG1020@2|Bacteria,1UZP4@1239|Firmicutes,4I2RX@91061|Bacilli,271BC@186822|Paenibacillaceae	91061|Bacilli	IQ	AMP-binding enzyme	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,Condensation,PP-binding
RMDv1_0000002265	426117.M446_0172	0.0	1518.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,2UR2U@28211|Alphaproteobacteria,1JS6P@119045|Methylobacteriaceae	28211|Alphaproteobacteria	CQ	PFAM short-chain dehydrogenase reductase SDR	-	-	-	ko:K12436	-	-	-	-	ko00000,ko01004	-	-	-	ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002266	426117.M446_0172	0.0	1438.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,2UR2U@28211|Alphaproteobacteria,1JS6P@119045|Methylobacteriaceae	28211|Alphaproteobacteria	CQ	PFAM short-chain dehydrogenase reductase SDR	-	-	-	ko:K12436	-	-	-	-	ko00000,ko01004	-	-	-	ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002267	1437425.CSEC_0583	8.63e-69	269.0	COG1196@1|root,COG1196@2|Bacteria,2JG86@204428|Chlamydiae	204428|Chlamydiae	D	Protein of unknown function (DUF3638)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3638
RMDv1_0000002268	400682.PAC_15710479	8.94e-70	272.0	29RY4@1|root,2RXCD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	REJ,Tetraspannin
RMDv1_0000002269	392500.Swoo_0491	3.49e-32	148.0	COG1520@1|root,COG2304@1|root,COG2911@1|root,COG2931@1|root,COG4932@1|root,COG1520@2|Bacteria,COG2304@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,1RMZW@1236|Gammaproteobacteria,2QESR@267890|Shewanellaceae	1236|Gammaproteobacteria	Q	PFAM Hemolysin-type calcium-binding region	lapA	-	-	ko:K12549	-	-	-	-	ko00000	-	-	-	Big_3_2,Cadherin_3,Calx-beta,HemolysinCabind,VWA,VWA_2
RMDv1_0000002270	225849.swp_3423	7.61e-111	407.0	COG2911@1|root,COG3897@1|root,COG5384@1|root,COG2911@2|Bacteria,COG3897@2|Bacteria,COG5384@2|Bacteria,1P8N9@1224|Proteobacteria	1224|Proteobacteria	MU	HemY domain protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002271	1245469.S58_29210	0.0	1687.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,2TRUN@28211|Alphaproteobacteria,3JQV9@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	Q	Phosphopantetheine attachment site	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,Methyltransf_12,PP-binding,Thioesterase
RMDv1_0000002272	400682.PAC_15710479	1.34e-81	311.0	29RY4@1|root,2RXCD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	REJ,Tetraspannin
RMDv1_0000002273	1137799.GZ78_08895	2.38e-75	291.0	COG0689@1|root,COG0726@1|root,COG2911@1|root,COG2931@1|root,COG3055@1|root,COG3533@1|root,COG5434@1|root,COG0689@2|Bacteria,COG0726@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3055@2|Bacteria,COG3533@2|Bacteria,COG5434@2|Bacteria,1MU7T@1224|Proteobacteria,1S3Q4@1236|Gammaproteobacteria,1XK3E@135619|Oceanospirillales	135619|Oceanospirillales	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	VWA_2
RMDv1_0000002274	195250.CM001776_gene1220	0.0	1310.0	COG2304@1|root,COG3209@1|root,COG2304@2|Bacteria,COG3209@2|Bacteria,1GJ0D@1117|Cyanobacteria,1H29D@1129|Synechococcus	1117|Cyanobacteria	M	RHS Repeat	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,RHS_repeat,SdrD_B
RMDv1_0000002275	319003.Bra1253DRAFT_07187	4.39e-83	304.0	COG1404@1|root,COG1404@2|Bacteria,1R5Y1@1224|Proteobacteria,2U1X6@28211|Alphaproteobacteria,3K1XU@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	Subtilase family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8
RMDv1_0000002276	195250.CM001776_gene3943	0.0	1393.0	COG0318@1|root,COG3321@1|root,COG0318@2|Bacteria,COG3321@2|Bacteria,1FZXE@1117|Cyanobacteria,1H02I@1129|Synechococcus	1117|Cyanobacteria	Q	Q COG3321 Polyketide synthase modules and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	ADH_N,ADH_zinc_N,ADH_zinc_N_2,AMP-binding,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,Methyltransf_12,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002277	545695.TREAZ_2513	4.55e-72	261.0	COG2730@1|root,COG2730@2|Bacteria,2J89M@203691|Spirochaetes	203691|Spirochaetes	G	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-	-	3.2.1.4	ko:K01179	ko00500,ko01100,map00500,map01100	-	R06200,R11307,R11308	-	ko00000,ko00001,ko01000	-	GH5,GH9	-	Cellulase
RMDv1_0000002278	426117.M446_0172	0.0	1375.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,2UR2U@28211|Alphaproteobacteria,1JS6P@119045|Methylobacteriaceae	28211|Alphaproteobacteria	CQ	PFAM short-chain dehydrogenase reductase SDR	-	-	-	ko:K12436	-	-	-	-	ko00000,ko01004	-	-	-	ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002279	697282.Mettu_3712	0.0	1363.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,1SMTI@1236|Gammaproteobacteria,1XF86@135618|Methylococcales	135618|Methylococcales	Q	PFAM Beta-ketoacyl synthase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002280	404589.Anae109_2925	2.21e-30	142.0	COG1404@1|root,COG3940@1|root,COG1404@2|Bacteria,COG3940@2|Bacteria,1RCVP@1224|Proteobacteria	1224|Proteobacteria	O	pyrroloquinoline quinone binding	-	-	-	-	-	-	-	-	-	-	-	-	Calx-beta
RMDv1_0000002281	400682.PAC_15710479	5.66e-276	910.0	29RY4@1|root,2RXCD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	REJ,Tetraspannin
RMDv1_0000002282	864051.BurJ1DRAFT_3700	1.37e-74	288.0	COG0726@1|root,COG0823@1|root,COG2911@1|root,COG2931@1|root,COG3210@1|root,COG3420@1|root,COG0726@2|Bacteria,COG0823@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3210@2|Bacteria,COG3420@2|Bacteria,1MU7T@1224|Proteobacteria,2WI67@28216|Betaproteobacteria,1KMDS@119065|unclassified Burkholderiales	28216|Betaproteobacteria	MQU	Domain of unknown function (DUF4347)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4347
RMDv1_0000002283	1246995.AFR_22960	1.11e-58	236.0	COG4733@1|root,COG4733@2|Bacteria,2H7QD@201174|Actinobacteria,4DJZF@85008|Micromonosporales	201174|Actinobacteria	NU	Fibronectin type III domain	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	fn3
RMDv1_0000002284	43989.cce_3079	0.0	1613.0	COG3321@1|root,COG3321@2|Bacteria,1FZXE@1117|Cyanobacteria,3KG6F@43988|Cyanothece	1117|Cyanobacteria	Q	Short-chain dehydrogenase reductase SDR	-	-	-	-	-	-	-	-	-	-	-	-	ADH_N,ADH_zinc_N,ADH_zinc_N_2,AMP-binding,Abhydrolase_1,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,Methyltransf_12,PP-binding,PS-DH,Sulfotransfer_3,ketoacyl-synt
RMDv1_0000002285	1246995.AFR_22960	2.07e-07	66.6	COG4733@1|root,COG4733@2|Bacteria,2H7QD@201174|Actinobacteria,4DJZF@85008|Micromonosporales	201174|Actinobacteria	NU	Fibronectin type III domain	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	fn3
RMDv1_0000002286	533240.CRC_01910	6.63e-75	289.0	COG0834@1|root,COG2911@1|root,COG2931@1|root,COG3209@1|root,COG3210@1|root,COG3420@1|root,COG4932@1|root,COG5276@1|root,COG0834@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3209@2|Bacteria,COG3210@2|Bacteria,COG3420@2|Bacteria,COG4932@2|Bacteria,COG5276@2|Bacteria,1GQ0G@1117|Cyanobacteria,1HN8U@1161|Nostocales	1117|Cyanobacteria	MU	Dystroglycan-type cadherin-like domains.	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,He_PIG,RHS_repeat
RMDv1_0000002287	391603.FBALC1_10577	3.3e-35	146.0	KOG3539@1|root,32TPV@2|Bacteria,4NMI6@976|Bacteroidetes,1I1I5@117743|Flavobacteriia	976|Bacteroidetes	S	Spondin_N	-	-	-	-	-	-	-	-	-	-	-	-	Spond_N
RMDv1_0000002288	59931.WH7805_10653	1.21e-57	232.0	COG2931@1|root,COG3210@1|root,COG4932@1|root,COG5184@1|root,COG2931@2|Bacteria,COG3210@2|Bacteria,COG4932@2|Bacteria,COG5184@2|Bacteria,1GBCU@1117|Cyanobacteria	1117|Cyanobacteria	DMQZ	amine dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,HemolysinCabind
RMDv1_0000002289	296587.XP_002506687.1	3.67e-100	361.0	2E3BA@1|root,2SAF2@2759|Eukaryota,3822D@33090|Viridiplantae,34NGR@3041|Chlorophyta	3041|Chlorophyta	S	FG-GAP repeat	-	-	-	-	-	-	-	-	-	-	-	-	FG-GAP_2
RMDv1_0000002290	59931.WH7805_10653	2.69e-114	419.0	COG2931@1|root,COG3210@1|root,COG4932@1|root,COG5184@1|root,COG2931@2|Bacteria,COG3210@2|Bacteria,COG4932@2|Bacteria,COG5184@2|Bacteria,1GBCU@1117|Cyanobacteria	1117|Cyanobacteria	DMQZ	amine dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,HemolysinCabind
RMDv1_0000002291	714943.Mucpa_1441	4.46e-187	657.0	COG2911@1|root,COG3391@1|root,COG2911@2|Bacteria,COG3391@2|Bacteria,4NHHA@976|Bacteroidetes,1J194@117747|Sphingobacteriia	976|Bacteroidetes	MU	C-terminal domain of CHU protein family	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_4,CHU_C,Calx-beta,He_PIG,NHL,TIG,fn3
RMDv1_0000002292	887898.HMPREF0551_1461	5.96e-83	294.0	COG1404@1|root,COG1404@2|Bacteria,1QU1I@1224|Proteobacteria,2VTI0@28216|Betaproteobacteria,1K9Z9@119060|Burkholderiaceae	28216|Betaproteobacteria	O	Convertase P-domain protein	-	-	3.4.21.121	ko:K20755	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	P_proprotein,Peptidase_S8
RMDv1_0000002293	319003.Bra1253DRAFT_07187	9.07e-81	297.0	COG1404@1|root,COG1404@2|Bacteria,1R5Y1@1224|Proteobacteria,2U1X6@28211|Alphaproteobacteria,3K1XU@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	Subtilase family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8
RMDv1_0000002294	319003.Bra1253DRAFT_07187	5.11e-85	310.0	COG1404@1|root,COG1404@2|Bacteria,1R5Y1@1224|Proteobacteria,2U1X6@28211|Alphaproteobacteria,3K1XU@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	Subtilase family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8
RMDv1_0000002295	324057.Pjdr2_1410	1.4e-97	363.0	COG0747@1|root,COG1361@1|root,COG3210@1|root,COG4733@1|root,COG5184@1|root,COG5492@1|root,COG0747@2|Bacteria,COG1361@2|Bacteria,COG3210@2|Bacteria,COG4733@2|Bacteria,COG5184@2|Bacteria,COG5492@2|Bacteria,1VX9E@1239|Firmicutes,4HIIK@91061|Bacilli,26SBE@186822|Paenibacillaceae	91061|Bacilli	M	S-layer homology domain	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_5,MucBP,SLH
